DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	18p11.22	18	9288458	TWSG1	ANKRD12 - AP001033.3	ENSG00000101745	ENSG00000264964		2473	22064	rs2864527-?	rs2864527	0	2864527	regulatory_region_variant	1	NR	4E-6	5.3979400086720375	(DMFS2)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	10p14	10	9484983	NR	AL138773.1 - HSP90AB7P	ENSG00000287120	ENSG00000235838		175211	236980	rs74949229-?	rs74949229	0	74949229	intergenic_variant	1		4E-6	5.3979400086720375		7.142	[6.25-8.03] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	10q23.2	10	86183852	MIR346	GRID1			ENSG00000182771			rs6585998-?	rs6585998	0	6585998	intron_variant	0		3E-6	5.522878745280337		2.107	[1.27-2.95] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	11q14.3	11	92956112	FAT3, MTNR1B	SNRPGP16 - AP003171.1	ENSG00000255287	ENSG00000254874		18446	9685	rs11020123-?	rs11020123	0	11020123	regulatory_region_variant	1		4E-6	5.3979400086720375		2.269	[0.33-4.21] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	12q23.2	12	102595378	IGF1	AC010202.1 - LINC00485	ENSG00000257254	ENSG00000258169		81723	213902	rs79812076-?	rs79812076	0	79812076	intergenic_variant	1		2E-6	5.698970004336019		6.012	[4.12-7.91] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	13q21.32	13	68008838	NR	OR7E33P - AL590027.1	ENSG00000226537	ENSG00000286820		96887	17001	rs9630337-?	rs9630337	0	9630337	intergenic_variant	1		4E-6	5.3979400086720375		6.97	[4.76-9.18] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA				CLDN10, HS6ST3							chr13:96271864-?	chr13:96271864	0			1		4E-6	5.3979400086720375		8.184	[5.62-10.75] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	15q22.33	15	67055348	SMAD6, SMAD3, MAP2K5	AC087482.1			ENSG00000259347			rs422342-?	rs422342	0	422342	intron_variant	0		2E-6	5.698970004336019		2.865	[1.8-3.93] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	15q26.3	15	99290117	MEF2A, IGF1R	LRRC28			ENSG00000168904			rs7174369-?	rs7174369	0	7174369	intron_variant	0		2E-6	5.698970004336019		2.586	[1.64-3.53] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	17q25.1	17	75015353	SLC9A3R1	MRPL58			ENSG00000167862			rs9915753-?	rs9915753	0	9915753	intron_variant	0		5E-6	5.301029995663981		3.814	[1.64-5.98] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	19q13.11	19	33672392	CHST8, KCTD15	CHST8			ENSG00000124302			rs2012033-?	rs2012033	0	2012033	intron_variant	0		8E-7	6.096910013008056		2.248	[1.42-3.08] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	19q13.43	19	55996582	NLRP5, ZNF582	NLRP8 - NLRP5	ENSG00000179709	ENSG00000171487		7953	3144	rs55928325-?	rs55928325	0	55928325	intergenic_variant	1		5E-6	5.301029995663981		3.22	[1.16-5.28] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	1q32.1	1	205847795	NR	PM20D1, AC119673.3			ENSG00000162877, ENSG00000286619			rs11240576-?	rs11240576	0	11240576	intron_variant	0		4E-6	5.3979400086720375		6.548	[3.93-9.17] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	3p24.2	3	24727374	RARB	AC092422.1			ENSG00000237838			rs74574927-?	rs74574927	0	74574927	intron_variant	0		2E-6	5.698970004336019		16.13	[11.72-20.54] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	3p24.1	3	28982746	RBMS3	AC098650.1, RBMS3			ENSG00000283563, ENSG00000144642			rs7630386-?	rs7630386	0	7630386	intron_variant	0		1E-6	6.0		22.38	[16.88-27.88] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	Xq28	X	151112589	NR	RNA5SP525 - MIR4330	ENSG00000212595	ENSG00000265789		86183	55633	rs552922-?	rs552922	0	552922	intergenic_variant	1		4E-6	5.3979400086720375		6.1	[3.99-8.21] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	4p15.32	4	17277894	NR	LINC02493 - SNORA75B	ENSG00000250819	ENSG00000206780		91815	42852	rs11932181-?	rs11932181	0	11932181	intergenic_variant	1		5E-6	5.301029995663981		5.766	[2.51-9.02] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	4q28.3	4	130183917	NR	LINC02465 - LINC02479	ENSG00000249618	ENSG00000251326		208588	192312	rs1602815-?	rs1602815	0	1602815	intergenic_variant	1		2E-6	5.698970004336019		7.756	[5.11-10.4] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	5p15.33	5	2246355	IRX4, IRX2	AC138982.1 - AC092266.1	ENSG00000201026	ENSG00000275733		61535	15504	rs36162355-?	rs36162355	0	36162355	intergenic_variant	1		4E-6	5.3979400086720375		11.62	[7.85-15.39] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	6q21	6	111205242	TRAF3IP2	SLC16A10			ENSG00000112394			rs17606253-?	rs17606253	0	17606253	intron_variant	0		2E-6	5.698970004336019		12.19	[8.41-15.97] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	9p24.1	9	8087319	NR	AL135923.2 - PTPRD	ENSG00000231902	ENSG00000153707		126095	226927	rs10815750-?	rs10815750	0	10815750	intergenic_variant	1		2E-6	5.698970004336019		5.522	[3.46-7.58] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	9p24.1	9	8817244	NR	PTPRD			ENSG00000153707			rs1434274-?	rs1434274	0	1434274	intron_variant	0		5E-6	5.301029995663981		6.899	[4.34-9.46] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	10p11.22	10	32125059	NR	AL161932.2 - RNU7-22P	ENSG00000234811	ENSG00000252482		13270	48625	rs11008779-?	rs11008779	0	11008779	intergenic_variant	1		3E-6	5.522878745280337		9.853	[6.47-13.23] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	10q23.2	10	86183852	MIR346	GRID1			ENSG00000182771			rs6585998-?	rs6585998	0	6585998	intron_variant	0		4E-6	5.3979400086720375		5.642	[3.32-7.96] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	11q14.3	11	92936742	FAT3, MTNR1B	AP003171.2 - SNRPGP16	ENSG00000255127	ENSG00000255287		5420	699	rs6483205-?	rs6483205	0	6483205	intergenic_variant	1		1E-6	6.0		7.844	[5.11-10.58] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	13q21.31	13	62642546	NR	AL445668.1 - LINC00448	ENSG00000286469	ENSG00000228669		67641	29739	rs61950818-?	rs61950818	0	61950818	intergenic_variant	1		3E-6	5.522878745280337		15.35	[10.75-19.95] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	17q25.1	17	75015353	CD300E, SLC9A3R1	MRPL58			ENSG00000167862			rs9915753-?	rs9915753	0	9915753	intron_variant	0		4E-7	6.3979400086720375		12.24	[8.51-15.97] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	19q13.11	19	33672392	CHST8, KCTD15	CHST8			ENSG00000124302			rs2012033-?	rs2012033	0	2012033	intron_variant	0		1E-6	6.0		5.763	[3.54-7.99] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous tooth surfaces)	96 African American children	NA	3q22.1	3	132182548	NR	CPNE4			ENSG00000196353			rs1505809-?	rs1505809	0	1505809	intron_variant	0	NR	5E-6	5.301029995663981		5.215	[3.08-7.35] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009266	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	10p14	10	7520083	NR	RNU6-535P - AL445070.1	ENSG00000207453	ENSG00000230121		33274	13124	rs112246048-?	rs112246048	0	112246048	intergenic_variant	1		4E-6	5.3979400086720375		4.998	[3.14-6.86] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA				HES1, LSG1							chr3:194035416-?	chr3:194035416	0			1		2E-6	5.698970004336019		18.1	[11.55-24.65] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	4q34.3	4	181759556	NR	AC084741.1 - TEMN3-AS1	ENSG00000287948	ENSG00000251336		59414	60463	rs28503910-?	rs28503910	0	28503910	intergenic_variant	1		2E-6	5.698970004336019		17.13	[11.14-23.12] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	5q13.3	5	77164309	IQGAP2, S100Z, SNORA47, CRHBP, F2R	AC022414.1, ZBED3-AS1			ENSG00000284762, ENSG00000250802			rs12171500-?	rs12171500	0	12171500	intron_variant	0		2E-6	5.698970004336019		57.37	[41.72-73.02] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	7p15.2	7	26344128	MIR148	SNX10			ENSG00000086300			rs6947348-?	rs6947348	0	6947348	intron_variant	0		1E-6	6.0		14.59	[9.3-19.88] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA				APOBR, SH2B1							chr16:28719857-?	chr16:28719857	0			1		4E-6	5.3979400086720375		5.25	[3.36-7.14] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	8q13.1	8	65392094	NR	PPIAP86 - LINC01299	ENSG00000213873	ENSG00000254081		13983	134644	rs7011390-?	rs7011390	0	7011390	intergenic_variant	1		3E-6	5.522878745280337		12.96	[7.81-18.11] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	16p12.1	16	26545566	HS3ST4	AC130464.1 - AC002331.1	ENSG00000228480	ENSG00000286712		187211	1236	rs72787939-?	rs72787939	0	72787939	intergenic_variant	1		2E-7	6.698970004336019		15.85	[10.7-21] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	19q13.33	19	50845316	POLD1, ACPT, KLK1, KLK4, SIGLEC9, CD33	AC011523.1			ENSG00000267968			rs4801855-?	rs4801855	0	4801855	intron_variant	0		3E-6	5.522878745280337		17.33	[10.55-24.11] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	1p31.1	1	70870070	PTGER3, ZRANB2, MIR186	PTGER3			ENSG00000050628			rs74086974-?	rs74086974	0	74086974	intron_variant	0		3E-6	5.522878745280337		4.522	[2.75-6.29] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	2p25.1	2	10328170	TAF1B, GRHL1, KLF11, PDIA6	HPCAL1			ENSG00000115756			rs1003652-?	rs1003652	0	1003652	intron_variant	0		4E-6	5.3979400086720375		3.563	[2.12-5] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	2q31.2	2	179068685	NR	CCDC141 - SESTD1	ENSG00000163492	ENSG00000187231		18599	32993	rs340349-?	rs340349	0	340349	intergenic_variant	1		2E-7	6.698970004336019		4.79	[3.16-6.42] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	3p24.3	3	20874022	NR	SGO1-AS1			ENSG00000231304			rs11718323-?	rs11718323	0	11718323	intron_variant	0		2E-6	5.698970004336019		9.527	[6.66-12.39] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	3p25.1	3	14684161	NR	C3orf20			ENSG00000131379			rs12488352-?	rs12488352	0	12488352	intron_variant	0		3E-6	5.522878745280337		3.736	[2.24-5.23] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	3q13.12	3	106920872	NR	LINC00882			ENSG00000242759			rs1568206-?	rs1568206	0	1568206	non_coding_transcript_exon_variant	0		9E-7	6.045757490560675		3.087	[2.1-4.08] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA				HES1, LSG1							chr3:194035416-?	chr3:194035416	0			1		2E-7	6.698970004336019		5.782	[4.04-7.53] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	4p15.32	4	17277894	NR	LINC02493 - SNORA75B	ENSG00000250819	ENSG00000206780		91815	42852	rs11932181-?	rs11932181	0	11932181	intergenic_variant	1		2E-6	5.698970004336019		2.104	[1.3-2.91] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
